month,ticker,company,credit_reporting,n
2025-09,PNC,PNC Bank,True,34
2025-10,PNC,PNC Bank,False,263
2025-10,PNC,PNC Bank,True,49
2025-09,CACC,CREDIT ACCEPTANCE,False,219
2025-09,CACC,CREDIT ACCEPTANCE,True,212
2025-10,CACC,CREDIT ACCEPTANCE,False,184
2025-10,CACC,CREDIT ACCEPTANCE,True,163
2025-09,CHYM,Chime Financial,False,660
2025-09,CHYM,Chime Financial,True,33
2025-10,CHYM,Chime Financial,True,25
2025-09,SOFI,SoFi,False,234
2025-09,SOFI,SoFi,True,18
2025-10,SOFI,SoFi,False,255
2025-10,SOFI,SoFi,True,14
2025-09,NAVI,Navient,False,37
2025-09,NAVI,Navient,True,12
2025-10,NAVI,Navient,False,46
2025-10,NAVI,Navient,True,6
2025-09,COOP,Mr. Cooper,True,29
2025-10,COOP,Mr. Cooper,False,177
2025-10,COOP,Mr. Cooper,True,29
2025-09,ONIT,Ocwen,False,101
2025-09,ONIT,Ocwen,True,11
2025-10,ONIT,Ocwen,False,87
2025-10,ONIT,Ocwen,True,6
2025-09,RKT,Rocket Mortgage,False,46
2025-09,RKT,Rocket Mortgage,True,18
2025-10,RKT,Rocket Mortgage,True,20
2025-09,UPST,Upstart,False,50
2025-09,UPST,Upstart,True,47
2025-10,UPST,Upstart,False,86
2025-10,UPST,Upstart,True,45
2025-09,ENVA,Enova,False,81
2025-09,ENVA,Enova,True,34
2025-10,ENVA,Enova,False,66
2025-10,ENVA,Enova,True,38
2025-09,OPRT,Oportun,False,21
2025-09,OPRT,Oportun,True,23
2025-10,OPRT,Oportun,False,29
2025-10,OPRT,Oportun,True,28
2025-09,WRLD,World Acceptance,False,57
2025-09,WRLD,World Acceptance,True,42
2025-10,WRLD,World Acceptance,True,52
2025-09,RM,Regional Management,False,21
2025-09,RM,Regional Management,True,11
2025-10,RM,Regional Management,False,25
2025-10,RM,Regional Management,True,14
2025-09,HOOD,Robinhood,False,140
2025-09,HOOD,Robinhood,True,2
2025-10,HOOD,Robinhood,False,167
2025-10,HOOD,Robinhood,True,2
2025-09,COIN,Coinbase,False,95
2025-10,COIN,Coinbase,False,94
2025-11,TRU,TRANSUNION,False,1512
2025-12,TRU,TRANSUNION,False,1477
2025-11,EFX,EQUIFAX,False,1843
2025-11,EXPGY,Experian,False,1585
2025-11,COF,CAPITAL ONE,True,880
2025-11,JPM,JPMORGAN,True,335
2025-11,XYZ,"Block, Inc.",False,1074
2025-11,XYZ,"Block, Inc.",True,21
2025-12,XYZ,"Block, Inc.",True,11
2025-11,WFC,WELLS FARGO,False,1376
2025-11,WFC,WELLS FARGO,True,299
2025-11,ECPG,ENCORE CAPITAL,False,1417
2025-11,ECPG,ENCORE CAPITAL,True,309
2025-11,AXP,AMERICAN EXPRESS,True,209
2025-12,AXP,AMERICAN EXPRESS,True,291
2025-11,BFH,Bread Financial,True,288
2025-11,PYPL,Paypal,False,676
2025-11,PYPL,Paypal,True,4
2025-11,COF,DISCOVER BANK,False,363
2025-11,COF,DISCOVER BANK,True,216
2025-12,COF,DISCOVER BANK,False,419
2025-12,COF,DISCOVER BANK,True,259
2025-11,NNI,"Nelnet, Inc.",False,299
2025-11,NNI,"Nelnet, Inc.",True,217
2025-12,NNI,"Nelnet, Inc.",False,339
2025-12,NNI,"Nelnet, Inc.",True,310
2025-11,USB,U.S. BANCORP,False,436
2025-11,USB,U.S. BANCORP,True,93
2025-12,USB,U.S. BANCORP,True,86
2025-11,GS,GOLDMAN SACHS,False,354
2025-11,GS,GOLDMAN SACHS,True,163
2025-12,GS,GOLDMAN SACHS,False,460
2025-12,GS,GOLDMAN SACHS,True,173
2025-11,TD,TD BANK,False,359
2025-11,TD,TD BANK,True,134
2025-12,TD,TD BANK,True,154
2025-11,SAN,SANTANDER,False,326
2025-11,SAN,SANTANDER,True,180
2025-11,ALLY,ALLY FINANCIAL,False,259
2025-11,ALLY,ALLY FINANCIAL,True,194
2025-12,ALLY,ALLY FINANCIAL,False,331
2025-12,ALLY,ALLY FINANCIAL,True,241
2025-11,AFRM,Affirm,False,354
2025-11,AFRM,Affirm,True,253
2025-12,AFRM,Affirm,False,482
2025-12,AFRM,Affirm,True,215
2025-11,FIS,Fidelity National Information,False,71
2025-11,FIS,Fidelity National Information,True,504
2025-12,FIS,Fidelity National Information,False,69
2025-11,TFC,TRUIST,False,302
2025-11,TFC,TRUIST,True,112
2025-12,TFC,TRUIST,False,417
2025-12,TFC,TRUIST,True,153
2025-11,BCS,BARCLAYS,True,154
2025-12,BCS,BARCLAYS,True,147
2025-11,RITM,Shellpoint,False,310
2025-11,RITM,Shellpoint,True,32
2025-12,RITM,Shellpoint,True,66
2025-11,MMS,Maximus,False,155
2025-11,MMS,Maximus,True,153
2025-12,MMS,Maximus,False,240
2025-11,OMF,OneMain,False,206
2025-11,OMF,OneMain,True,123
2025-12,OMF,OneMain,False,214
2025-12,OMF,OneMain,True,149
2025-11,PNC,PNC Bank,False,255
2025-11,PNC,PNC Bank,True,42
2025-11,CACC,CREDIT ACCEPTANCE,True,173
2025-11,CHYM,Chime Financial,True,32
2025-12,CHYM,Chime Financial,True,41
2025-11,SOFI,SoFi,False,235
2025-11,SOFI,SoFi,True,17
2025-12,SOFI,SoFi,False,318
2025-12,SOFI,SoFi,True,15
2025-11,NAVI,Navient,False,32
2025-11,NAVI,Navient,True,12
2025-12,NAVI,Navient,False,40
2025-12,NAVI,Navient,True,12
2025-11,COOP,Mr. Cooper,False,174
2025-11,COOP,Mr. Cooper,True,38
2025-12,COOP,Mr. Cooper,False,231
2025-12,COOP,Mr. Cooper,True,36
2025-11,ONIT,Ocwen,True,8
2025-11,RKT,Rocket Mortgage,False,63
2025-11,RKT,Rocket Mortgage,True,12
2025-12,RKT,Rocket Mortgage,True,17
2025-11,UPST,Upstart,False,91
2025-11,UPST,Upstart,True,37
2025-12,UPST,Upstart,False,86
2025-12,UPST,Upstart,True,37
2025-11,ENVA,Enova,False,67
2025-11,ENVA,Enova,True,28
2025-12,ENVA,Enova,False,89
2025-12,ENVA,Enova,True,32
2025-11,OPRT,Oportun,False,42
2025-11,OPRT,Oportun,True,21
2025-12,OPRT,Oportun,False,59
2025-12,OPRT,Oportun,True,28
2025-11,WRLD,World Acceptance,False,52
2025-11,WRLD,World Acceptance,True,50
2025-12,WRLD,World Acceptance,True,53
2025-11,RM,Regional Management,False,22
2025-11,RM,Regional Management,True,16
2025-12,RM,Regional Management,False,26
2025-12,RM,Regional Management,True,9
2025-11,HOOD,Robinhood,False,137
2025-11,HOOD,Robinhood,True,5
2025-12,HOOD,Robinhood,False,147
2025-12,HOOD,Robinhood,True,6
2025-11,COIN,Coinbase,False,108
2025-12,COIN,Coinbase,False,91
2026-01,PYPL,Paypal,True,6
2026-01,NNI,"Nelnet, Inc.",False,461
2026-01,NNI,"Nelnet, Inc.",True,264
2026-01,AFRM,Affirm,False,497
2026-01,FIS,Fidelity National Information,False,73
2026-01,FIS,Fidelity National Information,True,595
2026-01,TFC,TRUIST,True,128
2026-01,RITM,Shellpoint,True,46
2026-01,MMS,Maximus,False,270
2026-01,MMS,Maximus,True,144
2026-01,PNC,PNC Bank,True,46
2026-01,SOFI,SoFi,False,328
2026-01,SOFI,SoFi,True,29
2026-01,NAVI,Navient,True,11
2026-02,NAVI,Navient,True,10
2026-01,COOP,Mr. Cooper,False,263
2026-01,COOP,Mr. Cooper,True,42
2026-01,RKT,Rocket Mortgage,True,23
2026-01,OPRT,Oportun,True,29
2026-01,HOOD,Robinhood,True,5
2026-01,COIN,Coinbase,False,97
2026-03,MMS,Maximus,True,122
2026-03,SOFI,SoFi,True,16
2026-04,NAVI,Navient,True,6
2026-03,COOP,Mr. Cooper,False,34
2026-03,COOP,Mr. Cooper,True,4
2026-02,HOOD,Robinhood,True,3
2026-03,HOOD,Robinhood,True,7
2012-10,TRU,TRANSUNION,True,78
2012-11,TRU,TRANSUNION,True,182
2012-12,TRU,TRANSUNION,True,203
2013-01,TRU,TRANSUNION,True,230
2013-02,TRU,TRANSUNION,True,264
2013-03,TRU,TRANSUNION,True,268
2013-04,TRU,TRANSUNION,True,278
2013-05,TRU,TRANSUNION,True,324
2013-06,TRU,TRANSUNION,True,289
2013-07,TRU,TRANSUNION,True,302
2013-08,TRU,TRANSUNION,True,283
2013-09,TRU,TRANSUNION,True,347
2013-10,TRU,TRANSUNION,True,350
2013-11,TRU,TRANSUNION,True,312
2013-12,TRU,TRANSUNION,True,312
2014-01,TRU,TRANSUNION,False,1
2014-01,TRU,TRANSUNION,True,583
2014-02,TRU,TRANSUNION,False,5
2014-02,TRU,TRANSUNION,True,668
2014-03,TRU,TRANSUNION,False,2
2014-03,TRU,TRANSUNION,True,660
2014-04,TRU,TRANSUNION,False,1
2014-04,TRU,TRANSUNION,True,704
2014-05,TRU,TRANSUNION,False,4
2014-05,TRU,TRANSUNION,True,651
2014-06,TRU,TRANSUNION,True,705
2014-07,TRU,TRANSUNION,False,3
2014-07,TRU,TRANSUNION,True,723
2014-08,TRU,TRANSUNION,False,3
2014-08,TRU,TRANSUNION,True,751
2014-09,TRU,TRANSUNION,False,3
2014-09,TRU,TRANSUNION,True,711
2014-10,TRU,TRANSUNION,True,616
2014-11,TRU,TRANSUNION,False,3
2014-11,TRU,TRANSUNION,True,611
2014-12,TRU,TRANSUNION,False,2
2014-12,TRU,TRANSUNION,True,627
2015-01,TRU,TRANSUNION,False,2
2015-01,TRU,TRANSUNION,True,745
2015-02,TRU,TRANSUNION,False,4
2015-02,TRU,TRANSUNION,True,673
2015-03,TRU,TRANSUNION,False,5
2015-03,TRU,TRANSUNION,True,772
2015-04,TRU,TRANSUNION,False,2
2015-04,TRU,TRANSUNION,True,723
2015-05,TRU,TRANSUNION,False,2
2015-05,TRU,TRANSUNION,True,687
2015-06,TRU,TRANSUNION,True,754
2015-07,TRU,TRANSUNION,False,2
2015-07,TRU,TRANSUNION,True,1282
2015-08,TRU,TRANSUNION,False,3
2015-08,TRU,TRANSUNION,True,1155
2015-09,TRU,TRANSUNION,False,7
2015-09,TRU,TRANSUNION,True,918
2015-10,TRU,TRANSUNION,False,4
2015-10,TRU,TRANSUNION,True,858
2015-11,TRU,TRANSUNION,True,816
2015-12,TRU,TRANSUNION,True,748
2016-01,TRU,TRANSUNION,True,745
2016-02,TRU,TRANSUNION,True,803
2016-03,TRU,TRANSUNION,False,9
2016-03,TRU,TRANSUNION,True,1106
2016-04,TRU,TRANSUNION,False,3
2016-04,TRU,TRANSUNION,True,1080
2016-05,TRU,TRANSUNION,False,8
2016-05,TRU,TRANSUNION,True,1028
2016-06,TRU,TRANSUNION,True,1091
2016-07,TRU,TRANSUNION,False,6
2016-07,TRU,TRANSUNION,True,1468
2016-08,TRU,TRANSUNION,False,10
2016-08,TRU,TRANSUNION,True,1067
2016-09,TRU,TRANSUNION,False,8
2016-09,TRU,TRANSUNION,True,1061
2016-10,TRU,TRANSUNION,False,14
2016-10,TRU,TRANSUNION,True,1588
2016-11,TRU,TRANSUNION,False,2
2016-11,TRU,TRANSUNION,True,944
2016-12,TRU,TRANSUNION,False,8
2016-12,TRU,TRANSUNION,True,927
2017-01,TRU,TRANSUNION,False,12
2017-01,TRU,TRANSUNION,True,1118
2017-02,TRU,TRANSUNION,False,10
2017-02,TRU,TRANSUNION,True,1242
2017-03,TRU,TRANSUNION,False,16
2017-03,TRU,TRANSUNION,True,1336
2017-04,TRU,TRANSUNION,False,18
2017-04,TRU,TRANSUNION,True,1559
2017-05,TRU,TRANSUNION,False,30
2017-05,TRU,TRANSUNION,True,1834
2017-07,TRU,TRANSUNION,False,28
2017-07,TRU,TRANSUNION,True,2253
2012-10,EFX,EQUIFAX,False,2
2012-10,EFX,EQUIFAX,True,125
2012-11,EFX,EQUIFAX,False,5
2012-11,EFX,EQUIFAX,True,260
2012-12,EFX,EQUIFAX,False,4
2012-12,EFX,EQUIFAX,True,226
2013-01,EFX,EQUIFAX,False,2
2013-02,EFX,EQUIFAX,False,4
2013-02,EFX,EQUIFAX,True,368
2013-03,EFX,EQUIFAX,False,3
2013-03,EFX,EQUIFAX,True,378
2013-04,EFX,EQUIFAX,False,3
2013-04,EFX,EQUIFAX,True,399
2013-05,EFX,EQUIFAX,False,3
2013-05,EFX,EQUIFAX,True,384
2013-06,EFX,EQUIFAX,False,3
2013-06,EFX,EQUIFAX,True,373
2013-07,EFX,EQUIFAX,True,407
2013-08,EFX,EQUIFAX,True,424
2013-09,EFX,EQUIFAX,True,487
2013-10,EFX,EQUIFAX,True,405
2013-11,EFX,EQUIFAX,True,430
2013-12,EFX,EQUIFAX,True,429
2014-01,EFX,EQUIFAX,False,3
2014-01,EFX,EQUIFAX,True,735
2014-02,EFX,EQUIFAX,False,3
2014-02,EFX,EQUIFAX,True,826
2014-03,EFX,EQUIFAX,False,3
2014-03,EFX,EQUIFAX,True,888
2014-04,EFX,EQUIFAX,False,1
2014-04,EFX,EQUIFAX,True,899
2014-05,EFX,EQUIFAX,False,5
2014-05,EFX,EQUIFAX,True,814
2014-06,EFX,EQUIFAX,True,833
2014-07,EFX,EQUIFAX,True,924
2014-08,EFX,EQUIFAX,False,2
2014-08,EFX,EQUIFAX,True,935
2014-09,EFX,EQUIFAX,False,2
2014-09,EFX,EQUIFAX,True,840
2014-10,EFX,EQUIFAX,False,1
2014-10,EFX,EQUIFAX,True,750
2014-11,EFX,EQUIFAX,False,5
2014-11,EFX,EQUIFAX,True,737
2014-12,EFX,EQUIFAX,False,3
2014-12,EFX,EQUIFAX,True,752
2015-01,EFX,EQUIFAX,True,894
2015-02,EFX,EQUIFAX,False,1
2015-02,EFX,EQUIFAX,True,833
2015-03,EFX,EQUIFAX,False,5
2015-03,EFX,EQUIFAX,True,1026
2015-04,EFX,EQUIFAX,False,3
2015-04,EFX,EQUIFAX,True,962
2015-05,EFX,EQUIFAX,True,968
2015-06,EFX,EQUIFAX,True,940
2015-07,EFX,EQUIFAX,True,1260
2015-08,EFX,EQUIFAX,False,10
2015-08,EFX,EQUIFAX,True,1114
2015-09,EFX,EQUIFAX,False,3
2015-09,EFX,EQUIFAX,True,1018
2015-10,EFX,EQUIFAX,False,6
2015-10,EFX,EQUIFAX,True,953
2015-11,EFX,EQUIFAX,False,4
2015-11,EFX,EQUIFAX,True,1039
2015-12,EFX,EQUIFAX,True,953
2016-01,EFX,EQUIFAX,False,4
2016-01,EFX,EQUIFAX,True,1027
2016-02,EFX,EQUIFAX,False,8
2016-02,EFX,EQUIFAX,True,1044
2016-03,EFX,EQUIFAX,False,10
2016-03,EFX,EQUIFAX,True,1489
2016-04,EFX,EQUIFAX,False,12
2016-04,EFX,EQUIFAX,True,1341
2016-05,EFX,EQUIFAX,False,8
2016-05,EFX,EQUIFAX,True,1434
2016-06,EFX,EQUIFAX,False,11
2016-06,EFX,EQUIFAX,True,1476
2016-07,EFX,EQUIFAX,False,11
2016-07,EFX,EQUIFAX,True,1472
2016-08,EFX,EQUIFAX,False,9
2016-08,EFX,EQUIFAX,True,1494
2016-09,EFX,EQUIFAX,False,10
2016-09,EFX,EQUIFAX,True,1379
2016-10,EFX,EQUIFAX,False,13
2016-10,EFX,EQUIFAX,True,1417
2016-11,EFX,EQUIFAX,False,13
2016-11,EFX,EQUIFAX,True,1135
2016-12,EFX,EQUIFAX,False,14
2016-12,EFX,EQUIFAX,True,1142
2017-01,EFX,EQUIFAX,False,12
2017-01,EFX,EQUIFAX,True,1230
2017-02,EFX,EQUIFAX,False,6
2017-02,EFX,EQUIFAX,True,1245
2017-03,EFX,EQUIFAX,False,11
2017-03,EFX,EQUIFAX,True,1378
2017-04,EFX,EQUIFAX,False,14
2017-04,EFX,EQUIFAX,True,1695
2017-05,EFX,EQUIFAX,False,27
2017-05,EFX,EQUIFAX,True,1991
2017-07,EFX,EQUIFAX,False,35
2017-07,EFX,EQUIFAX,True,2189
2012-10,EXPGY,Experian,False,2
2012-10,EXPGY,Experian,True,144
2012-11,EXPGY,Experian,False,3
2012-11,EXPGY,Experian,True,299
2012-12,EXPGY,Experian,False,5
2012-12,EXPGY,Experian,True,273
2013-01,EXPGY,Experian,False,3
2013-01,EXPGY,Experian,True,363
2013-02,EXPGY,Experian,False,5
2013-02,EXPGY,Experian,True,387
2013-03,EXPGY,Experian,True,420
2013-04,EXPGY,Experian,False,3
2013-04,EXPGY,Experian,True,441
2013-05,EXPGY,Experian,False,2
2013-05,EXPGY,Experian,True,460
2013-06,EXPGY,Experian,False,6
2013-06,EXPGY,Experian,True,405
2013-07,EXPGY,Experian,True,439
2013-08,EXPGY,Experian,False,3
2013-08,EXPGY,Experian,True,439
2013-09,EXPGY,Experian,True,500
2013-10,EXPGY,Experian,True,459
2013-11,EXPGY,Experian,False,2
2013-11,EXPGY,Experian,True,478
2013-12,EXPGY,Experian,False,4
2013-12,EXPGY,Experian,True,447
2014-01,EXPGY,Experian,False,4
2014-01,EXPGY,Experian,True,845
2014-02,EXPGY,Experian,False,6
2014-02,EXPGY,Experian,True,951
2014-03,EXPGY,Experian,False,5
2014-03,EXPGY,Experian,True,966
2014-04,EXPGY,Experian,False,4
2014-04,EXPGY,Experian,True,889
2014-05,EXPGY,Experian,False,3
2014-05,EXPGY,Experian,True,796
2014-06,EXPGY,Experian,False,1
2014-06,EXPGY,Experian,True,870
2014-07,EXPGY,Experian,False,6
2014-07,EXPGY,Experian,True,924
2014-08,EXPGY,Experian,False,3
2014-08,EXPGY,Experian,True,895
2014-09,EXPGY,Experian,False,4
2014-09,EXPGY,Experian,True,852
2014-10,EXPGY,Experian,False,2
2014-10,EXPGY,Experian,True,791
2014-11,EXPGY,Experian,False,2
2014-11,EXPGY,Experian,True,718
2014-12,EXPGY,Experian,False,6
2014-12,EXPGY,Experian,True,702
2015-01,EXPGY,Experian,False,3
2015-01,EXPGY,Experian,True,921
2015-02,EXPGY,Experian,False,5
2015-02,EXPGY,Experian,True,784
2015-03,EXPGY,Experian,False,7
2015-03,EXPGY,Experian,True,946
2015-04,EXPGY,Experian,True,904
2015-05,EXPGY,Experian,True,913
2015-06,EXPGY,Experian,True,911
2015-07,EXPGY,Experian,True,1013
2015-08,EXPGY,Experian,False,2
2015-08,EXPGY,Experian,True,1059
2015-09,EXPGY,Experian,False,2
2015-09,EXPGY,Experian,True,832
2015-10,EXPGY,Experian,False,3
2015-10,EXPGY,Experian,True,811
2015-11,EXPGY,Experian,True,857
2015-12,EXPGY,Experian,False,1
2015-12,EXPGY,Experian,True,845
2016-01,EXPGY,Experian,False,1
2016-01,EXPGY,Experian,True,849
2016-02,EXPGY,Experian,False,1
2016-02,EXPGY,Experian,True,1031
2016-03,EXPGY,Experian,False,11
2016-03,EXPGY,Experian,True,1264
2016-04,EXPGY,Experian,False,7
2016-04,EXPGY,Experian,True,1219
2016-05,EXPGY,Experian,False,5
2016-05,EXPGY,Experian,True,1236
2016-06,EXPGY,Experian,False,5
2016-06,EXPGY,Experian,True,1214
2016-07,EXPGY,Experian,False,10
2016-07,EXPGY,Experian,True,1347
2016-08,EXPGY,Experian,False,11
2016-08,EXPGY,Experian,True,1287
2016-09,EXPGY,Experian,False,5
2016-09,EXPGY,Experian,True,1082
2016-10,EXPGY,Experian,False,10
2016-10,EXPGY,Experian,True,1229
2016-11,EXPGY,Experian,False,7
2016-11,EXPGY,Experian,True,1088
2016-12,EXPGY,Experian,False,13
2016-12,EXPGY,Experian,True,1015
2017-01,EXPGY,Experian,False,12
2017-01,EXPGY,Experian,True,1053
2017-02,EXPGY,Experian,False,6
2017-02,EXPGY,Experian,True,1134
2017-03,EXPGY,Experian,False,15
2017-03,EXPGY,Experian,True,1302
2017-04,EXPGY,Experian,False,11
2017-04,EXPGY,Experian,True,1605
2017-05,EXPGY,Experian,False,27
2017-05,EXPGY,Experian,True,1786
2017-07,EXPGY,Experian,False,51
2017-07,EXPGY,Experian,True,2052
2011-12,COF,CAPITAL ONE,False,245
2012-01,COF,CAPITAL ONE,False,218
2012-02,COF,CAPITAL ONE,False,256
2012-03,COF,CAPITAL ONE,False,330
2012-04,COF,CAPITAL ONE,False,295
2012-05,COF,CAPITAL ONE,False,401
2012-06,COF,CAPITAL ONE,False,447
2012-07,COF,CAPITAL ONE,False,433
2012-08,COF,CAPITAL ONE,False,349
2012-09,COF,CAPITAL ONE,False,241
2012-10,COF,CAPITAL ONE,False,346
2012-10,COF,CAPITAL ONE,True,3
2012-11,COF,CAPITAL ONE,False,271
2012-11,COF,CAPITAL ONE,True,4
2012-12,COF,CAPITAL ONE,False,277
2012-12,COF,CAPITAL ONE,True,2
2013-01,COF,CAPITAL ONE,False,315
2013-01,COF,CAPITAL ONE,True,4
2013-02,COF,CAPITAL ONE,False,302
2013-02,COF,CAPITAL ONE,True,6
2013-03,COF,CAPITAL ONE,False,309
2013-03,COF,CAPITAL ONE,True,2
2013-04,COF,CAPITAL ONE,False,285
2013-04,COF,CAPITAL ONE,True,3
2013-05,COF,CAPITAL ONE,False,241
2013-06,COF,CAPITAL ONE,False,241
2013-06,COF,CAPITAL ONE,True,3
2013-07,COF,CAPITAL ONE,False,257
2013-07,COF,CAPITAL ONE,True,12
2013-08,COF,CAPITAL ONE,False,288
2013-08,COF,CAPITAL ONE,True,8
2013-09,COF,CAPITAL ONE,False,268
2013-09,COF,CAPITAL ONE,True,12
2013-10,COF,CAPITAL ONE,False,265
2013-11,COF,CAPITAL ONE,False,217
2013-12,COF,CAPITAL ONE,False,264
2013-12,COF,CAPITAL ONE,True,11
2014-01,COF,CAPITAL ONE,False,312
2014-01,COF,CAPITAL ONE,True,18
2014-02,COF,CAPITAL ONE,False,291
2014-02,COF,CAPITAL ONE,True,4
2014-03,COF,CAPITAL ONE,False,313
2014-03,COF,CAPITAL ONE,True,4
2014-04,COF,CAPITAL ONE,False,283
2014-04,COF,CAPITAL ONE,True,1
2014-05,COF,CAPITAL ONE,False,240
2014-05,COF,CAPITAL ONE,True,3
2014-06,COF,CAPITAL ONE,False,253
2014-06,COF,CAPITAL ONE,True,1
2014-07,COF,CAPITAL ONE,True,3
2014-08,COF,CAPITAL ONE,False,300
2014-08,COF,CAPITAL ONE,True,3
2014-09,COF,CAPITAL ONE,False,266
2014-09,COF,CAPITAL ONE,True,1
2014-10,COF,CAPITAL ONE,False,268
2014-10,COF,CAPITAL ONE,True,6
2014-11,COF,CAPITAL ONE,False,239
2014-11,COF,CAPITAL ONE,True,4
2014-12,COF,CAPITAL ONE,False,246
2014-12,COF,CAPITAL ONE,True,7
2015-01,COF,CAPITAL ONE,False,260
2015-01,COF,CAPITAL ONE,True,3
2015-02,COF,CAPITAL ONE,False,255
2015-03,COF,CAPITAL ONE,False,346
2015-04,COF,CAPITAL ONE,False,290
2015-04,COF,CAPITAL ONE,True,2
2015-05,COF,CAPITAL ONE,False,325
2015-05,COF,CAPITAL ONE,True,3
2015-06,COF,CAPITAL ONE,False,321
2015-07,COF,CAPITAL ONE,False,349
2015-07,COF,CAPITAL ONE,True,3
2015-08,COF,CAPITAL ONE,False,336
2015-08,COF,CAPITAL ONE,True,2
2015-09,COF,CAPITAL ONE,False,289
2015-09,COF,CAPITAL ONE,True,1
2015-10,COF,CAPITAL ONE,False,313
2015-10,COF,CAPITAL ONE,True,9
2015-11,COF,CAPITAL ONE,False,267
2015-12,COF,CAPITAL ONE,False,307
2016-01,COF,CAPITAL ONE,False,318
2016-01,COF,CAPITAL ONE,True,2
2016-02,COF,CAPITAL ONE,False,332
2016-02,COF,CAPITAL ONE,True,4
2016-03,COF,CAPITAL ONE,False,333
2016-03,COF,CAPITAL ONE,True,7
2016-04,COF,CAPITAL ONE,False,323
2016-04,COF,CAPITAL ONE,True,3
2016-05,COF,CAPITAL ONE,False,310
2016-05,COF,CAPITAL ONE,True,5
2016-06,COF,CAPITAL ONE,False,329
2016-06,COF,CAPITAL ONE,True,5
2016-07,COF,CAPITAL ONE,False,314
2016-08,COF,CAPITAL ONE,False,446
2016-09,COF,CAPITAL ONE,False,392
2016-09,COF,CAPITAL ONE,True,1
2016-10,COF,CAPITAL ONE,False,376
2016-11,COF,CAPITAL ONE,False,355
2016-12,COF,CAPITAL ONE,False,403
2017-01,COF,CAPITAL ONE,False,366
2017-01,COF,CAPITAL ONE,True,58
2017-02,COF,CAPITAL ONE,False,366
2017-02,COF,CAPITAL ONE,True,29
2017-03,COF,CAPITAL ONE,False,416
2017-03,COF,CAPITAL ONE,True,43
2017-04,COF,CAPITAL ONE,False,350
2017-04,COF,CAPITAL ONE,True,54
2017-05,COF,CAPITAL ONE,False,299
2017-05,COF,CAPITAL ONE,True,95
2017-07,COF,CAPITAL ONE,False,364
2017-07,COF,CAPITAL ONE,True,106
2011-12,JPM,JPMORGAN,False,371
2012-01,JPM,JPMORGAN,False,391
2012-02,JPM,JPMORGAN,False,389
2012-03,JPM,JPMORGAN,False,651
2012-04,JPM,JPMORGAN,False,638
2012-05,JPM,JPMORGAN,False,909
2012-06,JPM,JPMORGAN,False,805
2012-07,JPM,JPMORGAN,False,689
2012-08,JPM,JPMORGAN,False,687
2012-09,JPM,JPMORGAN,False,534
2012-10,JPM,JPMORGAN,False,566
2012-10,JPM,JPMORGAN,True,3
2012-11,JPM,JPMORGAN,False,464
2012-11,JPM,JPMORGAN,True,1
2012-12,JPM,JPMORGAN,False,547
2013-01,JPM,JPMORGAN,False,758
2013-02,JPM,JPMORGAN,False,688
2013-03,JPM,JPMORGAN,False,853
2013-04,JPM,JPMORGAN,False,769
2013-04,JPM,JPMORGAN,True,1
2013-05,JPM,JPMORGAN,False,673
2013-06,JPM,JPMORGAN,False,633
2013-07,JPM,JPMORGAN,False,698
2013-08,JPM,JPMORGAN,False,680
2013-09,JPM,JPMORGAN,False,595
2013-10,JPM,JPMORGAN,False,515
2013-11,JPM,JPMORGAN,False,560
2013-12,JPM,JPMORGAN,False,558
2013-12,JPM,JPMORGAN,True,4
2014-01,JPM,JPMORGAN,False,663
2014-01,JPM,JPMORGAN,True,9
2014-02,JPM,JPMORGAN,False,691
2014-03,JPM,JPMORGAN,False,746
2014-03,JPM,JPMORGAN,True,3
2014-04,JPM,JPMORGAN,False,710
2014-04,JPM,JPMORGAN,True,1
2014-05,JPM,JPMORGAN,False,615
2014-05,JPM,JPMORGAN,True,1
2014-06,JPM,JPMORGAN,False,562
2014-06,JPM,JPMORGAN,True,1
2014-07,JPM,JPMORGAN,False,725
2014-07,JPM,JPMORGAN,True,2
2014-08,JPM,JPMORGAN,False,625
2014-09,JPM,JPMORGAN,False,625
2014-09,JPM,JPMORGAN,True,3
2014-10,JPM,JPMORGAN,False,657
2014-10,JPM,JPMORGAN,True,2
2014-11,JPM,JPMORGAN,False,543
2014-11,JPM,JPMORGAN,True,4
2014-12,JPM,JPMORGAN,False,543
2014-12,JPM,JPMORGAN,True,1
2015-01,JPM,JPMORGAN,False,579
2015-01,JPM,JPMORGAN,True,4
2015-02,JPM,JPMORGAN,False,548
2015-02,JPM,JPMORGAN,True,2
2015-03,JPM,JPMORGAN,False,666
2015-04,JPM,JPMORGAN,False,638
2015-05,JPM,JPMORGAN,False,603
2015-06,JPM,JPMORGAN,False,689
2015-07,JPM,JPMORGAN,False,803
2015-07,JPM,JPMORGAN,True,4
2015-08,JPM,JPMORGAN,False,803
2015-08,JPM,JPMORGAN,True,2
2015-09,JPM,JPMORGAN,False,693
2015-09,JPM,JPMORGAN,True,3
2015-10,JPM,JPMORGAN,False,702
2015-11,JPM,JPMORGAN,False,610
2015-11,JPM,JPMORGAN,True,2
2015-12,JPM,JPMORGAN,False,609
2016-01,JPM,JPMORGAN,False,747
2016-01,JPM,JPMORGAN,True,4
2016-02,JPM,JPMORGAN,False,673
2016-02,JPM,JPMORGAN,True,9
2016-03,JPM,JPMORGAN,False,759
